id,name,title,description,priority,assign_date,task_1,task_2,task_3,task_4,completion_date,mood,mood_task_logic
56,Vikram,Enhance Security (copy) ,Frontend redesign [updated] ,urgent,9/28/2025,Write REA * ,Build charts ,Prepare PR ,Design DB ,9/29/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
89,Vikram,Bug Fixing (copy) ,Module-level testing [updated] ,low,9/7/2025,Refactor code * ,Build charts ,Improve UI ,Review logs ,9/10/2025,Neutral,Perform regular tasks; Moderate workload management
24,Raj,Fix login bug ,Data analytics ,high,9/16/2025,Improve UI ,Design DB ,Deploy ,Refactor code ,9/19/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
11,Raj,Enhance Security (copy) ,Module-level testing [updated] ,urgent,9/25/2025,Design DB * ,Improve UI ,Prepare PR ,Clean data ,9/29/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
76,Vikram,Analyze Data (copy) ,Update backend APIs [updated] ,urgent,9/14/2025,Clean data * ,Design DB ,Refactor code ,Test filters ,9/15/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
31,Simran,Bug Fixing (copy) ,Build analytics dashboard [updated] ,urgent,9/21/2025,Build charts * ,Clean data ,Test filters ,Deploy ,9/23/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
99,Raj,Create Dashboard (copy) ,Reporting module [updated] ,medium,9/10/2025,Refactor code * ,Build charts ,Design DB ,Write REA ,9/11/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
75,Anjali,Design UI (copy) ,Security patching [updated] ,high,10/20/2025,Clean data * ,Test filters ,Review logs ,Design DB ,10/24/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
38,Vikram,Design UI (copy) ,Frontend redesign [updated] ,urgent,9/14/2025,Refactor code * ,Prepare PR ,Test filters ,Clean data ,9/17/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
43,Priya,Update API (copy) ,Update backend APIs [updated] ,low,9/16/2025,Review logs * ,Build charts ,Improve UI ,Clean data ,9/20/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
11,Raj,Enhance Security ,Module-level testing ,urgent,9/25/2025,Design DB ,Improve UI ,Prepare PR ,Clean data ,9/29/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
30,Priya,Design UI ,Build analytics dashboard ,urgent,10/27/2025,Design DB ,Deploy ,Prepare PR ,Test filters ,11/1/2025,Neutral,Perform regular tasks; Moderate workload management
61,Supriya,Create Report ,Build analytics dashboard ,high,9/11/2025,Design DB ,Clean data ,Build charts ,Prepare PR ,9/12/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
4,Karan,Testing Module ,Build analytics dashboard ,medium,9/29/2025,Build charts ,Refactor code ,Improve UI ,Review logs ,10/1/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
98,Anjali,Testing Module (copy) ,Security patching [updated] ,high,10/29/2025,Build charts * ,Clean data ,Improve UI ,Refactor code ,11/2/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
86,Neha,Create Report (copy) ,Build analytics dashboard [updated] ,urgent,9/3/2025,Clean data * ,Test filters ,Design DB ,Review logs ,9/6/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
28,Supriya,Bug Fixing (copy) ,Update backend APIs [updated] ,low,10/19/2025,Design DB * ,Deploy ,Build charts ,Write REA ,10/23/2025,Neutral,Perform regular tasks; Moderate workload management
86,Neha,Create Report (copy) ,Build analytics dashboard [updated] ,urgent,9/3/2025,Clean data * ,Test filters ,Design DB ,Review logs ,9/6/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
64,Rohan,Create Report ,Data analytics ,urgent,10/6/2025,Build charts ,Test filters ,Refactor code ,Clean data ,10/9/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
19,Anjali,Testing Module ,Security patching ,high,9/30/2025,Prepare PR ,Design DB ,Refactor code ,Test filters ,10/5/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
1,Rohan,Fix login bug (copy) ,Frontend redesign [updated] ,high,9/5/2025,Deploy * ,Refactor code ,Write REA ,Test filters ,9/10/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
52,Neha,Enhance Security ,Reporting module ,medium,10/8/2025,Refactor code ,Design DB ,Build charts ,Review logs ,10/11/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
100,Karan,Optimize Query (copy) ,Reporting module [updated] ,high,10/23/2025,Write REA * ,Design DB ,Clean data ,Refactor code ,10/27/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
1,Rohan,Fix login bug (copy) ,Frontend redesign [updated] ,high,9/5/2025,Deploy * ,Refactor code ,Write REA ,Test filters ,9/10/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
9,Vikram,Design UI ,Data analytics ,medium,10/25/2025,Review logs ,Prepare PR ,Deploy ,Write REA ,10/26/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
16,Supriya,Design UI (copy) ,Build analytics dashboard [updated] ,medium,10/8/2025,Write REA * ,Build charts ,Clean data ,Test filters ,10/11/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
30,Priya,Design UI (copy) ,Build analytics dashboard [updated] ,urgent,10/27/2025,Design DB * ,Deploy ,Prepare PR ,Test filters ,11/1/2025,Neutral,Perform regular tasks; Moderate workload management
11,Raj,Enhance Security (copy) ,Module-level testing [updated] ,urgent,9/25/2025,Design DB * ,Improve UI ,Prepare PR ,Clean data ,9/29/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
43,Priya,Update API (copy) ,Update backend APIs [updated] ,low,9/16/2025,Review logs * ,Build charts ,Improve UI ,Clean data ,9/20/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
19,Anjali,Testing Module (copy) ,Security patching [updated] ,high,9/30/2025,Prepare PR * ,Design DB ,Refactor code ,Test filters ,10/5/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
19,Anjali,Testing Module (copy) ,Security patching [updated] ,high,9/30/2025,Prepare PR * ,Design DB ,Refactor code ,Test filters ,10/5/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
77,Supriya,Optimize Query (copy) ,Frontend redesign [updated] ,low,10/16/2025,Improve UI * ,Refactor code ,Build charts ,Review logs ,10/18/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
42,Vikram,Bug Fixing (copy) ,Critical issue [updated] ,high,9/28/2025,Refactor code * ,Improve UI ,Prepare PR ,Design DB ,10/3/2025,Neutral,Perform regular tasks; Moderate workload management
45,Neha,Analyze Data (copy) ,Security patching [updated] ,high,9/3/2025,Write REA * ,Clean data ,Review logs ,Improve UI ,9/5/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
91,Karan,Update API (copy) ,Module-level testing [updated] ,low,10/3/2025,Design DB * ,Refactor code ,Deploy ,Write REA ,10/8/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
23,Simran,Enhance Security (copy) ,Frontend redesign [updated] ,urgent,10/6/2025,Improve UI * ,Write REA ,Refactor code ,Build charts ,10/10/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
75,Anjali,Design UI (copy) ,Security patching [updated] ,high,10/20/2025,Clean data * ,Test filters ,Review logs ,Design DB ,10/24/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
26,Raj,Update API (copy) ,Minor bug fixes [updated] ,urgent,9/16/2025,Clean data * ,Prepare PR ,Deploy ,Test filters ,9/19/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
85,Priya,Fix login bug ,Critical issue ,medium,10/9/2025,Clean data ,Improve UI ,Design DB ,Prepare PR ,10/13/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
52,Neha,Enhance Security (copy) ,Reporting module [updated] ,medium,10/8/2025,Refactor code * ,Design DB ,Build charts ,Review logs ,10/11/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
21,Vikram,Enhance Security (copy) ,Improve performance [updated] ,high,9/30/2025,Test filters * ,Write REA ,Build charts ,Prepare PR ,10/2/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
59,Supriya,Create Report (copy) ,Reporting module [updated] ,medium,9/22/2025,Deploy * ,Test filters ,Prepare PR ,Write REA ,9/27/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
85,Priya,Fix login bug (copy) ,Critical issue [updated] ,medium,10/9/2025,Clean data * ,Improve UI ,Design DB ,Prepare PR ,10/13/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
27,Supriya,Create Report ,Improve performance ,medium,10/18/2025,Deploy ,Write REA ,Test filters ,Review logs ,10/19/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
38,Vikram,Design UI ,Frontend redesign ,urgent,9/14/2025,Refactor code ,Prepare PR ,Test filters ,Clean data ,9/17/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
6,Rohan,Update API (copy) ,Module-level testing [updated] ,medium,10/14/2025,Improve UI * ,Deploy ,Write REA ,Clean data ,10/16/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
8,Karan,Enhance Security (copy) ,Module-level testing [updated] ,low,10/2/2025,Deploy * ,Refactor code ,Improve UI ,Write REA ,10/4/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
72,Neha,Fix login bug (copy) ,Frontend redesign [updated] ,medium,9/14/2025,Write REA * ,Improve UI ,Prepare PR ,Test filters ,9/18/2025,Neutral,Perform regular tasks; Moderate workload management
90,Priya,Enhance Security (copy) ,Update backend APIs [updated] ,low,9/8/2025,Design DB * ,Build charts ,Refactor code ,Write REA ,9/11/2025,Neutral,Perform regular tasks; Moderate workload management
97,Neha,Bug Fixing (copy) ,Critical issue [updated] ,medium,10/20/2025,Deploy * ,Write REA ,Clean data ,Prepare PR ,10/22/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
60,Raj,Analyze Data (copy) ,Module-level testing [updated] ,high,9/24/2025,Review logs * ,Deploy ,Clean data ,Test filters ,9/26/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
99,Raj,Create Dashboard (copy) ,Reporting module [updated] ,medium,9/10/2025,Refactor code * ,Build charts ,Design DB ,Write REA ,9/11/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
67,Karan,Fix login bug (copy) ,Build analytics dashboard [updated] ,medium,10/28/2025,Review logs * ,Clean data ,Write REA ,Deploy ,10/31/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
15,Neha,Bug Fixing (copy) ,Critical issue [updated] ,low,9/6/2025,Improve UI * ,Design DB ,Prepare PR ,Deploy ,9/11/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
34,Amit,Optimize Query ,Data analytics ,high,10/26/2025,Clean data ,Build charts ,Refactor code ,Design DB ,10/30/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
73,Priya,Create Report (copy) ,Frontend redesign [updated] ,urgent,9/23/2025,Test filters * ,Review logs ,Prepare PR ,Clean data ,9/28/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
33,Anjali,Design UI ,Module-level testing ,low,9/23/2025,Prepare PR ,Improve UI ,Test filters ,Review logs ,9/28/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
47,Karan,Fix login bug (copy) ,Critical issue [updated] ,urgent,10/22/2025,Improve UI * ,Clean data ,Test filters ,Prepare PR ,10/25/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
46,Karan,Update API ,Build analytics dashboard ,medium,10/2/2025,Prepare PR ,Design DB ,Build charts ,Deploy ,10/4/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
46,Karan,Update API ,Build analytics dashboard ,medium,10/2/2025,Prepare PR ,Design DB ,Build charts ,Deploy ,10/4/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
18,Vikram,Testing Module (copy) ,Module-level testing [updated] ,medium,10/14/2025,Review logs * ,Write REA ,Prepare PR ,Test filters ,10/15/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
40,Simran,Update API ,Frontend redesign ,high,9/21/2025,Build charts ,Clean data ,Design DB ,Improve UI ,9/24/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
28,Supriya,Bug Fixing (copy) ,Update backend APIs [updated] ,low,10/19/2025,Design DB * ,Deploy ,Build charts ,Write REA ,10/23/2025,Neutral,Perform regular tasks; Moderate workload management
41,Anjali,Optimize Query (copy) ,Module-level testing [updated] ,low,9/21/2025,Clean data * ,Test filters ,Build charts ,Prepare PR ,9/25/2025,Neutral,Perform regular tasks; Moderate workload management
57,Priya,Enhance Security ,Security patching ,low,9/3/2025,Design DB ,Review logs ,Deploy ,Test filters ,9/8/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
45,Neha,Analyze Data ,Security patching ,high,9/3/2025,Write REA ,Clean data ,Review logs ,Improve UI ,9/5/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
6,Rohan,Update API (copy) ,Module-level testing [updated] ,medium,10/14/2025,Improve UI * ,Deploy ,Write REA ,Clean data ,10/16/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
71,Supriya,Create Report (copy) ,Improve performance [updated] ,medium,10/21/2025,Design DB * ,Prepare PR ,Write REA ,Refactor code ,10/25/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
60,Raj,Analyze Data (copy) ,Module-level testing [updated] ,high,9/24/2025,Review logs * ,Deploy ,Clean data ,Test filters ,9/26/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
92,Neha,Bug Fixing (copy) ,Module-level testing [updated] ,medium,9/26/2025,Improve UI * ,Build charts ,Write REA ,Refactor code ,9/29/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
17,Supriya,Optimize Query (copy) ,Improve performance [updated] ,low,10/24/2025,Write REA * ,Design DB ,Test filters ,Clean data ,10/26/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
29,Rohan,Fix login bug (copy) ,Improve performance [updated] ,urgent,10/25/2025,Test filters * ,Design DB ,Review logs ,Deploy ,10/28/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
84,Priya,Fix login bug (copy) ,Update backend APIs [updated] ,low,10/21/2025,Deploy * ,Write REA ,Build charts ,Improve UI ,10/24/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
60,Raj,Analyze Data (copy) ,Module-level testing [updated] ,high,9/24/2025,Review logs * ,Deploy ,Clean data ,Test filters ,9/26/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
98,Anjali,Testing Module (copy) ,Security patching [updated] ,high,10/29/2025,Build charts * ,Clean data ,Improve UI ,Refactor code ,11/2/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
9,Vikram,Design UI (copy) ,Data analytics [updated] ,medium,10/25/2025,Review logs * ,Prepare PR ,Deploy ,Write REA ,10/26/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
22,Anjali,Update API (copy) ,Update backend APIs [updated] ,medium,10/8/2025,Clean data * ,Deploy ,Improve UI ,Design DB ,10/11/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
52,Neha,Enhance Security (copy) ,Reporting module [updated] ,medium,10/8/2025,Refactor code * ,Design DB ,Build charts ,Review logs ,10/11/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
80,Raj,Create Report (copy) ,Improve performance [updated] ,medium,10/21/2025,Write REA * ,Build charts ,Improve UI ,Test filters ,10/22/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
